prolific_ID,party,pol_affil,age,gender,ethnicity,StartDate,EndDate,attention_check_1,attention_check_2,treatment,stance,condition,aligned,vax_1,vax_2,vax_3,vax_4,elec_1,elec_2,elec_3,elec_4,dep_1,dep_2,dep_3,dep_4,dv_response_mean_vax,dv_response_mean_elec,dv_response_mean_dep,vax_partisanship,elec_partisanship,dep_partisanship,authorship
5c1edaeaafeeef00011588b3,dem,Democrat,28,Male,Hispanic or Latino,2023-10-04 17:34:52,2023-10-04 17:40:12,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,100.0,100.0,100.0,100.0,0.0,5.0,0.0,0.0,0.0,24.0,23.0,27.0,100.0,1.25,18.5,Independent / non-partisan / politically neutral,Independent / non-partisan / politically neutral,Strong Republican,AI language model
6441bc7a1c6a9410773ae6a3,dem,Democrat,48,Male,African American/Black,2023-10-04 17:34:01,2023-10-04 17:40:16,On-line sources only,Actively Engaged,dem,against,dem_against,1,89.0,2.0,96.0,98.0,84.0,27.0,78.0,80.0,84.0,22.0,76.0,93.0,71.25,67.25,68.75,Strong Democrat,Strong Republican,Strong Democrat,Politician
63c1d50895843298a2267943,dem,Democrat,67,Female,African American/Black,2023-10-04 17:32:49,2023-10-04 17:40:20,On-line sources only,Actively Engaged,human,for,human_for,0,85.0,85.0,85.0,90.0,15.0,15.0,0.0,5.0,80.0,80.0,70.0,75.0,86.25,8.75,76.25,Independent / non-partisan / politically neutral,Strong Republican,Strong Republican,Student
6165af4b36cb3bae91f2e355,dem,Democrat,31,Male,Caucasian/White,2023-10-04 17:34:02,2023-10-04 17:40:23,On-line sources only,Actively Engaged,repub,for,repub_for,0,90.0,90.0,100.0,100.0,50.0,50.0,40.0,50.0,70.0,60.0,50.0,70.0,95.0,47.5,62.5,Independent / non-partisan / politically neutral,Moderate Democrat,Moderate Republican,Politician
5e06ecd524f9390991997bb7,dem,Democrat,28,Female,Caucasian/White,2023-10-04 17:32:50,2023-10-04 17:40:29,On-line sources only,Actively Engaged,human,for,human_for,0,41.0,42.0,48.0,12.0,2.0,15.0,1.0,3.0,2.0,52.0,3.0,14.0,35.75,5.25,17.75,Moderate Democrat,Strong Republican,Strong Republican,Student
6090578fb2299eacaec32b7a,dem,Democrat,28,Female,Asian or Pacific Islander,2023-10-04 17:36:37,2023-10-04 17:40:35,On-line sources only,Actively Engaged,human,for,human_for,0,91.0,59.0,60.0,61.0,8.0,10.0,9.0,9.0,38.0,46.0,29.0,40.0,67.75,9.0,38.25,Strong Democrat,Strong Republican,Moderate Republican,AI language model
62fba37f3560a85b4eb94aac,dem,Democrat,45,Male,Caucasian/White,2023-10-04 17:36:50,2023-10-04 17:40:36,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,20.0,20.0,50.0,10.0,70.0,80.0,40.0,0.0,20.0,40.0,50.0,40.0,25.0,47.5,37.5,Moderate Republican,Moderate Democrat,Moderate Republican,Professor
6500d8aa867929d3051bcb15,dem,Democrat,50,Female,Caucasian/White,2023-10-04 17:36:30,2023-10-04 17:40:41,About half on-line sources,Actively Engaged,repub,against,repub_against,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,25.0,Strong Democrat,Strong Republican,Moderate Democrat,Politician
6104144068cbfd3876bfeaf6,dem,Democrat,25,Female,African American/Black,2023-10-04 17:38:07,2023-10-04 17:40:43,On-line sources only,Actively Engaged,human,against,human_against,0,50.0,50.0,50.0,35.0,50.0,62.0,42.0,79.0,0.0,0.0,0.0,0.0,46.25,58.25,0.0,Moderate Democrat,Independent / non-partisan / politically neutral,Moderate Democrat,Activist
60b97a3a8823dbdc946d8708,dem,Democrat,39,Female,Caucasian/White,2023-10-04 17:34:51,2023-10-04 17:41:02,On-line sources only,Actively Engaged,dem,for,dem_for,1,28.0,24.0,49.0,20.0,51.0,53.0,19.0,53.0,42.0,44.0,41.0,40.0,30.25,44.0,41.75,Strong Republican,Strong Democrat,Independent / non-partisan / politically neutral,Politician
5b16e1a5457ace0001b40d46,dem,Democrat,43,Female,Asian or Pacific Islander,2023-10-04 17:35:00,2023-10-04 17:41:04,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,85.0,55.0,80.0,60.0,5.0,20.0,0.0,10.0,50.0,55.0,55.0,60.0,70.0,8.75,55.0,Moderate Democrat,Moderate Democrat,Strong Democrat,Activist
6463e382425ee2c5d0a1b2c9,dem,Democrat,24,Male,Caucasian/White,2023-10-04 17:34:52,2023-10-04 17:41:07,"Mostly television or print news, with some on-line sources",Actively Engaged,control,na,control,0,68.0,40.0,63.0,83.0,68.0,36.0,62.0,63.0,66.0,60.0,70.0,66.0,63.5,57.25,65.5,,,,Professor
62fc25ef4ce0d3d169b7a120,dem,Democrat,32,Female,Caucasian/White,2023-10-04 17:32:57,2023-10-04 17:41:11,On-line sources only,Actively Engaged,human,against,human_against,0,100.0,100.0,98.0,100.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,99.5,2.5,0.25,Independent / non-partisan / politically neutral,Strong Democrat,Strong Democrat,AI language model
5c5368e89fcbc40001dbf27f,dem,Democrat,36,Male,Hispanic or Latino,2023-10-04 17:37:27,2023-10-04 17:41:15,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,Strong Democrat,Independent / non-partisan / politically neutral,Independent / non-partisan / politically neutral,Politician
5c8676deddda2d00012ad386,dem,Democrat,29,Male,Caucasian/White,2023-10-04 17:33:17,2023-10-04 17:41:22,On-line sources only,Actively Engaged,repub,against,repub_against,0,100.0,100.0,100.0,100.0,0.0,20.0,0.0,0.0,0.0,22.0,0.0,30.0,100.0,5.0,13.0,Moderate Republican,Moderate Democrat,Moderate Republican,Politician
6293c7cef1af3c7badc3e25b,dem,Democrat,29,Male,Caucasian/White,2023-10-04 17:36:50,2023-10-04 17:41:24,On-line sources only,Actively Engaged,dem,against,dem_against,1,80.0,90.0,70.0,90.0,0.0,5.0,0.0,0.0,50.0,40.0,20.0,50.0,82.5,1.25,40.0,Moderate Democrat,Strong Democrat,Moderate Democrat,Politician
642d964d8bab7323494e3570,dem,Democrat,50,Male,African American/Black,2023-10-04 17:34:18,2023-10-04 17:41:26,On-line sources only,Actively Engaged,dem,for,dem_for,1,100.0,5.0,95.0,91.0,84.0,21.0,86.0,85.0,77.0,32.0,75.0,75.0,72.75,69.0,64.75,Independent / non-partisan / politically neutral,Strong Republican,Strong Republican,Policy Expert
646ff940ec8d8aa00d48a1d7,dem,Democrat,59,Male,African American/Black,2023-10-04 17:34:11,2023-10-04 17:41:30,On-line sources only,Actively Engaged,human,for,human_for,0,99.0,99.0,92.0,94.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,96.0,50.0,0.0,Strong Democrat,Strong Democrat,Strong Democrat,Journalist
5e1510a1c76aa6b119558fd6,dem,Democrat,33,Male,Hispanic or Latino,2023-10-04 17:34:47,2023-10-04 17:41:37,On-line sources only,Actively Engaged,dem,for,dem_for,1,100.0,100.0,100.0,100.0,60.0,60.0,50.0,100.0,0.0,0.0,0.0,0.0,100.0,67.5,0.0,Strong Democrat,Strong Democrat,Moderate Republican,AI language model
5d58d7d6280de7001aa7952a,dem,Democrat,39,Or do you describe yourself in another way (write in gender identity),Native American or Alaskan Native,2023-10-04 17:34:17,2023-10-04 17:41:39,On-line sources only,Actively Engaged,dem,against,dem_against,1,0.0,9.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,9.0,4.25,0.25,5.0,Strong Democrat,Strong Democrat,Strong Democrat,Professor
6333926e48c34a5d39353558,dem,Democrat,43,Male,Caucasian/White,2023-10-04 17:35:55,2023-10-04 17:41:52,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,90.0,89.0,100.0,96.0,12.0,19.0,1.0,1.0,19.0,18.0,15.0,10.0,93.75,8.25,15.5,Strong Republican,Strong Democrat,Strong Republican,AI language model
6102050090041d90dc5413f3,dem,Democrat,21,Female,Caucasian/White,2023-10-04 17:38:18,2023-10-04 17:41:59,On-line sources only,Actively Engaged,human,against,human_against,0,76.0,83.0,71.0,82.0,12.0,39.0,21.0,29.0,0.0,0.0,0.0,0.0,78.0,25.25,0.0,Moderate Republican,Independent / non-partisan / politically neutral,Strong Democrat,Student
64527892acde0fbd392a41d6,dem,Democrat,65,Female,African American/Black,2023-10-04 17:33:30,2023-10-04 17:42:00,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,100.0,90.0,90.0,90.0,0.0,20.0,0.0,10.0,30.0,40.0,50.0,50.0,92.5,7.5,42.5,Strong Democrat,Independent / non-partisan / politically neutral,Moderate Republican,Politician
63ed2515d3fe6335b2c11094,dem,Democrat,49,Female,Hispanic or Latino,2023-10-04 17:37:50,2023-10-04 17:42:06,"Mostly on-line sources, with some television and print news",Actively Engaged,no role-play,for,no role-play_for,0,100.0,100.0,100.0,100.0,90.0,90.0,50.0,100.0,50.0,50.0,50.0,50.0,100.0,82.5,50.0,Moderate Democrat,Strong Republican,Strong Republican,Professor
5c8db07eb1f89a0016777fe0,dem,Democrat,35,Female,Caucasian/White,2023-10-04 17:33:14,2023-10-04 17:42:08,On-line sources only,Actively Engaged,repub,against,repub_against,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,5.0,0.0,4.25,Strong Democrat,Strong Democrat,Moderate Republican,Activist
5dceca2541afe801a32e27ac,dem,Democrat,79,Female,African American/Black,2023-10-04 17:34:19,2023-10-04 17:42:18,On-line sources only,Actively Engaged,repub,for,repub_for,0,100.0,70.0,100.0,90.0,20.0,50.0,30.0,40.0,90.0,80.0,80.0,80.0,90.0,35.0,82.5,Strong Democrat,Independent / non-partisan / politically neutral,Moderate Republican,Journalist
5f932e6a3ceaf50d5768745b,dem,Democrat,23,Male,Caucasian/White,2023-10-04 17:38:37,2023-10-04 17:42:19,On-line sources only,Actively Engaged,dem,for,dem_for,1,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,12.0,8.0,8.0,100.0,0.0,8.0,Strong Democrat,Strong Republican,Strong Democrat,Journalist
5dcfcf3b070fdc0d5fd1952c,dem,Democrat,61,Female,Caucasian/White,2023-10-04 17:39:19,2023-10-04 17:42:21,On-line sources only,Actively Engaged,control,na,control,0,100.0,29.0,72.0,72.0,0.0,0.0,0.0,0.0,21.0,20.0,100.0,100.0,68.25,0.0,60.25,,,,Student
63eb770028f67bdcb53f070d,dem,Democrat,53,Female,Asian or Pacific Islander,2023-10-04 17:32:47,2023-10-04 17:42:27,On-line sources only,Actively Engaged,dem,against,dem_against,1,87.0,32.0,68.0,41.0,68.0,65.0,65.0,37.0,78.0,40.0,70.0,37.0,57.0,58.75,56.25,Strong Democrat,Strong Democrat,Strong Democrat,AI language model
612517df29cd32c6632b4a44,dem,Democrat,56,Female,Caucasian/White,2023-10-04 17:35:35,2023-10-04 17:42:36,On-line sources only,Actively Engaged,human,for,human_for,0,100.0,100.0,100.0,100.0,10.0,9.0,0.0,10.0,63.0,75.0,58.0,72.0,100.0,7.25,67.0,Independent / non-partisan / politically neutral,Strong Republican,Moderate Republican,AI language model
5eb6df62c23fbf5e87db6b4b,dem,Democrat,32,Female,Caucasian/White,2023-10-04 17:38:22,2023-10-04 17:42:37,On-line sources only,Actively Engaged,human,against,human_against,0,100.0,100.0,100.0,100.0,25.0,70.0,0.0,25.0,0.0,0.0,0.0,0.0,100.0,30.0,0.0,"Other (Libertarian, Green Party, etc.)",Independent / non-partisan / politically neutral,Strong Democrat,Student
5b50881a59119400018abaf3,dem,Democrat,41,Female,Caucasian/White,2023-10-04 17:35:03,2023-10-04 17:42:44,On-line sources only,Actively Engaged,control,na,control,0,90.0,85.0,90.0,90.0,5.0,5.0,0.0,0.0,30.0,30.0,8.0,25.0,88.75,2.5,23.25,,,,AI language model
65071c1f0e39b433b4340a85,dem,Democrat,18,Male,Hispanic or Latino,2023-10-04 17:34:47,2023-10-04 17:42:55,On-line sources only,Actively Engaged,repub,for,repub_for,0,100.0,87.0,100.0,100.0,57.0,69.0,0.0,39.0,0.0,0.0,0.0,0.0,96.75,41.25,0.0,"Other (Libertarian, Green Party, etc.)",Moderate Democrat,Moderate Republican,Politician
61206367bf8993f836911366,dem,Democrat,20,Female,Caucasian/White,2023-10-04 17:34:05,2023-10-04 17:42:57,On-line sources only,Actively Engaged,repub,for,repub_for,0,97.0,91.0,89.0,100.0,21.0,20.0,8.0,19.0,64.0,62.0,61.0,72.0,94.25,17.0,64.75,Strong Republican,Moderate Democrat,Moderate Republican,Journalist
62b35a7d9d9cd966ebcf3ef8,dem,Democrat,61,Female,Caucasian/White,2023-10-04 17:36:20,2023-10-04 17:43:09,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,90.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,25.0,20.0,5.0,10.0,95.0,0.0,15.0,Moderate Republican,Strong Democrat,Moderate Democrat,AI language model
63db74b49b4a80525a557a61,dem,Democrat,23,Male,African American/Black,2023-10-04 17:37:35,2023-10-04 17:43:11,On-line sources only,Actively Engaged,control,na,control,0,70.0,82.0,80.0,93.0,29.0,0.0,18.0,21.0,100.0,81.0,83.0,81.0,81.25,17.0,86.25,,,,AI language model
63a519bb6eeff2ad74314b53,dem,Democrat,61,Female,African American/Black,2023-10-04 17:33:43,2023-10-04 17:43:11,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,100.0,100.0,91.0,100.0,0.0,0.0,0.0,0.0,29.0,50.0,18.0,50.0,97.75,0.0,36.75,Moderate Democrat,Moderate Democrat,Moderate Republican,AI language model
63bed6e176fba857a47fbaff,dem,Democrat,61,Female,African American/Black,2023-10-04 17:36:46,2023-10-04 17:43:27,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,50.0,25.0,68.0,71.0,100.0,0.0,86.0,88.0,79.0,29.0,72.0,69.0,53.5,68.5,62.25,Strong Democrat,Strong Democrat,Strong Democrat,Politician
5db4ef4a2986a3000be1f886,dem,Democrat,56,Female,Caucasian/White,2023-10-04 17:38:51,2023-10-04 17:43:32,On-line sources only,Actively Engaged,repub,for,repub_for,0,28.0,2.0,8.0,0.0,15.0,10.0,0.0,4.0,2.0,9.0,15.0,10.0,9.5,7.25,9.0,Moderate Democrat,Independent / non-partisan / politically neutral,Moderate Republican,Professor
6400d91626a7ff50dffaadd0,dem,Democrat,26,Male,Caucasian/White,2023-10-04 17:39:40,2023-10-04 17:43:34,On-line sources only,Actively Engaged,repub,against,repub_against,0,12.0,8.0,6.0,8.0,37.0,45.0,24.0,44.0,26.0,30.0,30.0,20.0,8.5,37.5,26.5,Moderate Republican,Moderate Democrat,Strong Democrat,AI language model
62b07fada18474adc21fa4b1,dem,Democrat,32,Male,Hispanic or Latino,2023-10-04 17:33:53,2023-10-04 17:43:37,On-line sources only,Actively Engaged,dem,against,dem_against,1,100.0,71.0,91.0,50.0,50.0,32.0,28.0,50.0,0.0,0.0,0.0,16.0,78.0,40.0,4.0,Moderate Republican,Independent / non-partisan / politically neutral,Moderate Democrat,Policy Expert
5dcf6d762e4a050ac2cba07d,dem,Democrat,54,Male,Caucasian/White,2023-10-04 17:34:24,2023-10-04 17:43:41,On-line sources only,Actively Engaged,human,against,human_against,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,75.0,75.0,50.0,80.0,100.0,0.0,70.0,Strong Republican,Strong Democrat,"Other (Libertarian, Green Party, etc.)",Activist
64135b2efa1c09f8a0b91bd4,dem,Democrat,35,Female,Caucasian/White,2023-10-04 17:38:09,2023-10-04 17:43:45,On-line sources only,Actively Engaged,human,for,human_for,0,34.0,18.0,68.0,40.0,44.0,26.0,8.0,25.0,68.0,49.0,50.0,54.0,40.0,25.75,55.25,Strong Democrat,"Other (Libertarian, Green Party, etc.)",Moderate Republican,Student
6098164e4c37ed73ca9c74f5,dem,Democrat,21,Female,Caucasian/White,2023-10-04 17:39:52,2023-10-04 17:43:49,On-line sources only,Actively Engaged,repub,for,repub_for,0,96.0,100.0,95.0,100.0,37.0,35.0,7.0,54.0,6.0,5.0,10.0,19.0,97.75,33.25,10.0,Moderate Democrat,Independent / non-partisan / politically neutral,Strong Republican,Activist
64601d5bf3f4d849a794097c,dem,Democrat,48,Female,Caucasian/White,2023-10-04 17:37:47,2023-10-04 17:43:56,On-line sources only,Actively Engaged,dem,against,dem_against,1,50.0,34.0,75.0,81.0,66.0,28.0,72.0,76.0,77.0,3.0,84.0,81.0,60.0,60.5,61.25,Strong Democrat,Strong Democrat,Strong Democrat,Politician
5bc0ac845a09ea00012e2d30,dem,Democrat,36,Female,Caucasian/White,2023-10-04 17:40:25,2023-10-04 17:44:06,On-line sources only,Actively Engaged,human,against,human_against,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,Strong Republican,Moderate Democrat,Moderate Democrat,Student
6501f7c274092e1270832a17,dem,Democrat,48,Male,Hispanic or Latino,2023-10-04 17:36:23,2023-10-04 17:44:12,On-line sources only,Actively Engaged,dem,for,dem_for,1,100.0,100.0,100.0,100.0,20.0,50.0,0.0,20.0,20.0,20.0,0.0,0.0,100.0,22.5,10.0,Strong Democrat,Strong Democrat,Strong Republican,Activist
63ed45bfc7e379e069b9db52,dem,Democrat,63,Female,Caucasian/White,2023-10-04 17:38:55,2023-10-04 17:44:14,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,25.0,50.0,50.0,35.0,75.0,0.0,40.0,Strong Republican,Moderate Democrat,Moderate Democrat,AI language model
6419cedec2078147e5682474,dem,Democrat,48,Male,Caucasian/White,2023-10-04 17:34:47,2023-10-04 17:44:15,On-line sources only,Actively Engaged,dem,for,dem_for,1,100.0,100.0,100.0,100.0,4.0,3.0,0.0,4.0,21.0,27.0,16.0,22.0,100.0,2.75,21.5,Strong Democrat,Independent / non-partisan / politically neutral,Moderate Republican,AI language model
62cc1f77c32651ff9d35a471,dem,Democrat,36,Female,Caucasian/White,2023-10-04 17:32:52,2023-10-04 17:44:53,On-line sources only,Actively Engaged,dem,against,dem_against,1,89.0,18.0,94.0,82.0,51.0,61.0,35.0,40.0,89.0,35.0,98.0,61.0,70.75,46.75,70.75,Independent / non-partisan / politically neutral,Moderate Democrat,Independent / non-partisan / politically neutral,Journalist
5d1555fe628de0001966c2fa,dem,Democrat,25,Female,Hispanic or Latino,2023-10-04 17:41:12,2023-10-04 17:44:54,On-line sources only,Actively Engaged,dem,against,dem_against,1,100.0,100.0,100.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,0.0,Moderate Republican,Moderate Democrat,Moderate Democrat,Activist
5fecf6e660d5fba3b127a9c4,dem,Democrat,25,Male,Asian or Pacific Islander,2023-10-04 17:41:50,2023-10-04 17:44:56,On-line sources only,Actively Engaged,repub,against,repub_against,0,100.0,100.0,100.0,100.0,0.0,10.0,0.0,0.0,50.0,50.0,40.0,50.0,100.0,2.5,47.5,Moderate Republican,Independent / non-partisan / politically neutral,Moderate Democrat,Journalist
615252fe3ac6a44f68bdc779,dem,Independent,27,Female,African American/Black,2023-10-04 17:38:53,2023-10-04 17:44:59,On-line sources only,Actively Engaged,dem,for,dem_for,1,59.0,50.0,50.0,15.0,10.0,26.0,29.0,50.0,61.0,50.0,50.0,55.0,43.5,28.75,54.0,Strong Democrat,Moderate Democrat,Moderate Democrat,Activist
60819dd29a63569b48b584ea,dem,Democrat,32,Female,Asian or Pacific Islander,2023-10-04 17:41:01,2023-10-04 17:45:14,On-line sources only,Actively Engaged,control,na,control,0,100.0,84.0,39.0,100.0,7.0,14.0,0.0,0.0,8.0,31.0,0.0,25.0,80.75,5.25,16.0,,,,AI language model
650887e5f6caf777c82a40b2,dem,Democrat,29,Female,Asian or Pacific Islander,2023-10-04 17:40:30,2023-10-04 17:45:19,On-line sources only,Actively Engaged,human,for,human_for,0,88.0,86.0,86.0,90.0,23.0,21.0,6.0,6.0,33.0,29.0,29.0,29.0,87.5,14.0,30.0,Strong Democrat,Strong Republican,Moderate Republican,AI language model
62b4babe7f02be73f830f128,dem,Democrat,41,Female,Caucasian/White,2023-10-04 17:37:59,2023-10-04 17:45:22,On-line sources only,Actively Engaged,repub,against,repub_against,0,87.0,90.0,92.0,87.0,9.0,8.0,3.0,0.0,0.0,5.0,5.0,1.0,89.0,5.0,2.75,Independent / non-partisan / politically neutral,Independent / non-partisan / politically neutral,Strong Democrat,AI language model
5e6e5a9ff830814045057066,dem,Democrat,43,Female,Caucasian/White,2023-10-04 17:34:39,2023-10-04 17:45:24,On-line sources only,Actively Engaged,dem,against,dem_against,1,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,Moderate Democrat,Strong Democrat,Strong Democrat,Politician
637058f9e7a26c452d1cc49a,dem,Democrat,63,Female,Hispanic or Latino,2023-10-04 17:34:05,2023-10-04 17:45:24,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,80.0,80.0,70.0,70.0,20.0,24.0,0.0,20.0,10.0,15.0,30.0,10.0,75.0,16.0,16.25,"Other (Libertarian, Green Party, etc.)",Moderate Democrat,Independent / non-partisan / politically neutral,AI language model
5cbe04b4f429ff00159de30e,dem,Democrat,38,Female,African American/Black,2023-10-04 17:36:24,2023-10-04 17:45:30,On-line sources only,Actively Engaged,control,na,control,0,100.0,0.0,65.0,0.0,5.0,5.0,2.0,2.0,50.0,50.0,10.0,0.0,41.25,3.5,27.5,,,,AI language model
5700616b8a49c7000d0c73ad,dem,Democrat,35,Female,Caucasian/White,2023-10-04 17:41:01,2023-10-04 17:45:54,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,25.0,0.0,50.0,75.0,0.0,5.0,0.0,0.0,75.0,100.0,75.0,75.0,37.5,1.25,81.25,Independent / non-partisan / politically neutral,Strong Republican,Moderate Democrat,AI language model
60fd65868d05ed4ee1b4a504,dem,Democrat,33,Female,Asian or Pacific Islander,2023-10-04 17:41:14,2023-10-04 17:46:02,On-line sources only,Actively Engaged,dem,against,dem_against,1,100.0,30.0,55.0,75.0,30.0,20.0,0.0,10.0,40.0,80.0,59.0,50.0,65.0,15.0,57.25,Moderate Republican,Strong Democrat,Moderate Democrat,Activist
5f29aacd4eeb0b10914d3dc5,dem,Democrat,38,Male,African American/Black,2023-10-04 17:41:39,2023-10-04 17:46:03,On-line sources only,Actively Engaged,repub,for,repub_for,0,95.0,85.0,85.0,80.0,50.0,85.0,50.0,71.0,90.0,85.0,89.0,90.0,86.25,64.0,88.5,Independent / non-partisan / politically neutral,Strong Republican,Moderate Democrat,Journalist
55abb1a5fdf99b501fab62e3,dem,Democrat,80,Male,Caucasian/White,2023-10-04 17:37:02,2023-10-04 17:46:19,On-line sources only,Actively Engaged,repub,against,repub_against,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,Strong Republican,Strong Democrat,Strong Democrat,AI language model
612e41fb25de530ea83df0bc,dem,Democrat,24,Female,Caucasian/White,2023-10-04 17:43:09,2023-10-04 17:46:33,On-line sources only,Actively Engaged,human,for,human_for,0,68.0,38.0,69.0,35.0,72.0,34.0,71.0,69.0,76.0,78.0,69.0,70.0,52.5,61.5,73.25,Moderate Democrat,Independent / non-partisan / politically neutral,Moderate Republican,Professor
6229fff149374541c22a95bf,dem,Republican,69,Male,Caucasian/White,2023-10-04 17:40:13,2023-10-04 17:46:33,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,90.0,90.0,90.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,10.0,20.0,92.5,0.0,17.5,Moderate Republican,Strong Democrat,Strong Democrat,Journalist
63eb78a1fc614fd7af392873,dem,Democrat,58,Male,Asian or Pacific Islander,2023-10-04 17:32:40,2023-10-04 17:46:50,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,74.0,41.0,67.0,73.0,73.0,40.0,36.0,72.0,74.0,43.0,74.0,37.0,63.75,55.25,57.0,Strong Democrat,Strong Democrat,Strong Democrat,AI language model
611830fe665c7b68723910b3,dem,Democrat,47,Male,Other,2023-10-04 17:41:42,2023-10-04 17:46:54,On-line sources only,Actively Engaged,dem,for,dem_for,1,100.0,100.0,100.0,100.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,Independent / non-partisan / politically neutral,Strong Democrat,Moderate Republican,AI language model
615a1f42a3ce6e8a6bed8515,dem,Democrat,75,Female,Caucasian/White,2023-10-04 17:41:38,2023-10-04 17:46:56,On-line sources only,Actively Engaged,human,for,human_for,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,71.0,81.0,61.0,71.0,100.0,0.0,71.0,Moderate Democrat,Strong Republican,Strong Republican,Activist
5ac5374da3ba7a0001b4a75f,dem,Democrat,42,Male,Caucasian/White,2023-10-04 17:40:12,2023-10-04 17:46:57,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,80.0,75.0,70.0,85.0,20.0,10.0,20.0,10.0,15.0,10.0,25.0,5.0,77.5,15.0,13.75,Strong Democrat,Moderate Democrat,Moderate Republican,Student
56ab103610b779000bcb4cb5,dem,Democrat,54,Female,Caucasian/White,2023-10-04 17:43:01,2023-10-04 17:47:19,On-line sources only,Actively Engaged,human,against,human_against,0,95.0,95.0,100.0,100.0,0.0,10.0,5.0,0.0,1.0,10.0,10.0,10.0,97.5,3.75,7.75,Strong Republican,Independent / non-partisan / politically neutral,Moderate Democrat,AI language model
5ee6706034f12e3d82d952aa,dem,Democrat,27,Male,Asian or Pacific Islander,2023-10-04 17:43:03,2023-10-04 17:47:33,On-line sources only,Actively Engaged,repub,for,repub_for,0,100.0,80.0,100.0,100.0,0.0,25.0,0.0,0.0,65.0,70.0,50.0,50.0,95.0,6.25,58.75,Strong Democrat,Moderate Republican,Moderate Republican,AI language model
650ee1c673c788d8cffca2d3,dem,Democrat,23,Female,African American/Black,2023-10-04 17:39:34,2023-10-04 17:47:35,On-line sources only,Actively Engaged,control,na,control,0,66.0,32.0,40.0,57.0,35.0,25.0,30.0,50.0,51.0,42.0,33.0,32.0,48.75,35.0,39.5,,,,Professor
633fadee5fc02d5c5e7c8eec,dem,Democrat,34,Male,Caucasian/White,2023-10-04 17:42:50,2023-10-04 17:47:39,On-line sources only,Actively Engaged,repub,against,repub_against,0,61.0,40.0,60.0,57.0,63.0,43.0,59.0,61.0,60.0,40.0,63.0,62.0,54.5,56.5,56.25,Independent / non-partisan / politically neutral,Independent / non-partisan / politically neutral,Independent / non-partisan / politically neutral,Politician
614f89a9441723072040d4de,dem,Democrat,59,Male,Caucasian/White,2023-10-04 17:41:55,2023-10-04 17:47:40,On-line sources only,Actively Engaged,control,na,control,0,100.0,100.0,100.0,100.0,9.0,7.0,0.0,0.0,40.0,50.0,50.0,50.0,100.0,4.0,47.5,,,,Professor
5f55703988e3f3145f5bb48a,dem,Democrat,31,Female,Hispanic or Latino,2023-10-04 17:42:24,2023-10-04 17:47:41,On-line sources only,Actively Engaged,dem,for,dem_for,1,61.0,41.0,68.0,59.0,44.0,60.0,49.0,51.0,49.0,58.0,63.0,46.0,57.25,51.0,54.0,Moderate Democrat,Moderate Republican,Moderate Democrat,Politician
